rating, material1, material2, time_in_seconds
6, G3StainlessSteel, G3Copper, 146.193901
1, G4Larch, G4ProfiledWoodPlate, 23.594123
3, G9Jeans, G8GlitterPaperVersion1, 18.944602
6, G4LaminatedWood, G4CherryTree, 19.202057
1, G4CompressedWoodVersion1, G9TextileVersion4, 19.969836
1, G9TableClothVersion2, G4CompressedWoodVersion1, 13.44005
1, G8PlayingCardPaper, G4WoodenPaper, 25.889576
1, G8PlayingCardPaper, G1ProfiledAluminumPlate, 9.01593
3, G8PlayingCardPaper, G9RedFleeze, 13.492288
1, G2Brick, G8PlayingCardPaper, 11.732887
1, G3Brass, G8PlayingCardPaper, 10.61067
1, G4CherryTree, G6Carpet, 27.60422
1, G4Larch, G9RedFleeze, 7.866146
1, G9TableClothVersion2, G2CrushedRock, 17.356594
8, G3Brass, G1ProfiledAluminumPlate, 9.588704
2, G3StainlessSteel, G2StoneTileVersion1, 31.049962
7, G2Marble, G9TextileVersion4, 25.657265
1, G9TableClothVersion2, G2Brick, 18.845454
5, G8Paper, G4WoodenPaper, 25.280669
2, G8GlitterPaperVersion2, G9GreenVelvet, 16.048088
9, G9Jeans, G9TextileVersion4, 15.000103
8, G3StainlessSteel, G8PlayingCardPaper, 54.626086
1, G4ProfiledWoodPlate, G3AluminumPlate, 11.211472
3, G3Copper, G4CherryTree, 12.572765
3, G4CherryTree, G9RedVelvet, 28.402469
5, G8GlitterPaperVersion2, G4Teak, 95.965546
4, G9Jeans, G4ProfiledWoodPlate, 13.38528
4, G6Towel, G2CrushedRock, 9.783986
4, G8Paper, G6Carpet, 65.079759
2, G2Marble, G2CrushedRock, 8.567226
3, G4LaminatedWood, G8RoughPaper, 18.365391
1, G4CompressedWoodVersion1, G4Bamboo, 66.617166
8, G9TextileVersion3, G9TextileVersion4, 22.251675
2, G4WoodenPaper, G9RedFleeze, 19.318325
6, G2StoneTileVersion3, G3AluminumPlate, 47.681446
9, G4CompressedWoodVersion1, G4Larch, 9.279801
3, G3Brass, G8GlitterPaperVersion1, 12.571916
2, G8GlitterPaperVersion2, G3AluminumPlate, 11.06374
3, G6Towel, G9TableClothVersion2, 13.349471
1, G2Marble, G4LaminatedWood, 9.690926
6, G2StoneTileVersion1, G9RedVelvet, 12.814832
8, G2Brick, G1ProfiledAluminumPlate, 10.028464
7, G4Bamboo, G3AluminumPlate, 18.959176
7, G8Paper, G8RoughPaper, 22.004397
3, G2StoneTileVersion3, G8RoughPaper, 9.3129
5, G3Copper, G4Teak, 7.458359
6, G9TextileVersion4, G6Carpet, 11.305495
4, G4Bamboo, G4CherryTree, 9.224592
5, G2StoneTileVersion3, G9TextileVersion3, 30.991131
4, G3Brass, G4ProfiledWoodPlate, 9.384586
6, G6Towel, G9RedFleeze, 34.825484
4, G9TableClothVersion2, G9RedVelvet, 12.803096
1, G2Brick, G3AluminumPlate, 6.706309
8, G4Teak, G4LaminatedWood, 9.395582
7, G2StoneTileVersion2, G4Teak, 6.956936
7, G2StoneTileVersion3, G2CrushedRock, 14.343593
5, G2StoneTileVersion3, G4ProfiledWoodPlate, 9.393287
8, G6Carpet, G9RedVelvet, 50.450189
1, G1ProfiledAluminumPlate, G9RedVelvet, 11.499166
5, G6Towel, G4WoodenPaper, 32.667747
3, G3Copper, G4Bamboo, 10.702222
6, G9TextileVersion4, G2StoneTileVersion1, 15.480068
6, G8GlitterPaperVersion2, G4CompressedWoodVersion1, 32.408198
8, G2Brick, G4Larch, 22.267533
7, G8PlayingCardPaper, G9TextileVersion4, 12.383301
2, G3Brass, G4Teak, 41.322187
1, G4LaminatedWood, G3AluminumPlate, 11.921054
5, G3Copper, G2Marble, 8.044837
4, G4WoodenPaper, G9Jeans, 11.253187
4, G2Marble, G3AluminumPlate, 13.515491
2, G2CrushedRock, G8PlayingCardPaper, 10.943816
3, G2CrushedRock, G9RedVelvet, 6.758988
4, G4CompressedWoodVersion1, G4LaminatedWood, 7.180081
6, G9TableClothVersion2, G1ProfiledAluminumPlate, 12.061414
3, G9TextileVersion3, G6Carpet, 17.495161
2, G2Brick, G9RedVelvet, 7.312266
1, G3StainlessSteel, G4CompressedWoodVersion1, 5.271731
