rating, material1, material2, time_in_seconds
2, G9GreenVelvet, G2StoneTileVersion1, 70.619876
6, G2StoneTileVersion2, G2StoneTileVersion3, 33.903308
4, G3StainlessSteel, G2StoneTileVersion2, 9.755562
2, G8Paper, G2CrushedRock, 10.780508
2, G4Teak, G8RoughPaper, 13.918518
2, G4ProfiledWoodPlate, G9RedFleeze, 114.603644
3, G3Brass, G2StoneTileVersion3, 302.214938
6, G4WoodenPaper, G4LaminatedWood, 8.574767
4, G3StainlessSteel, G8RoughPaper, 10.778132
5, G8Paper, G9TextileVersion3, 12.59883
2, G2StoneTileVersion1, G6Carpet, 11.327593
3, G2Marble, G9GreenVelvet, 9.348154
2, G2Marble, G9RedFleeze, 6.599218
6, G2Marble, G4Teak, 6.993556
2, G2StoneTileVersion2, G9GreenVelvet, 7.093452
6, G8GlitterPaperVersion2, G8RoughPaper, 10.452367
1, G3Copper, G2Brick, 8.841795
1, G9GreenVelvet, G2CrushedRock, 8.197892
2, G2CrushedRock, G3AluminumPlate, 152.787049
5, G6Towel, G8RoughPaper, 8.33884
3, G3Copper, G4LaminatedWood, 7.232477
6, G9TextileVersion3, G1ProfiledAluminumPlate, 7.754783
6, G8PlayingCardPaper, G9TextileVersion4, 9.730391
4, G3Copper, G8RoughPaper, 5.959933
8, G9TextileVersion4, G6Carpet, 8.916994
2, G9RedFleeze, G3AluminumPlate, 5.49166
6, G4CompressedWoodVersion1, G2StoneTileVersion1, 7.276026
6, G6Towel, G9TextileVersion4, 225.988749
3, G4LaminatedWood, G6Carpet, 7.131059
7, G4Bamboo, G4CherryTree, 7.007531
5, G2StoneTileVersion3, G4Larch, 5.691666
2, G6Towel, G4CherryTree, 7.646232
4, G3Copper, G4WoodenPaper, 5.809752
3, G2StoneTileVersion2, G3Copper, 6.23097
5, G2CrushedRock, G9Jeans, 8.157748
4, G4Teak, G1ProfiledAluminumPlate, 7.292513
6, G8PlayingCardPaper, G8RoughPaper, 5.590028
3, G4WoodenPaper, G9RedVelvet, 9.529589
2, G3StainlessSteel, G2CrushedRock, 5.735781
7, G6Towel, G9RedFleeze, 10.954908
