rating, material1, material2, time_in_seconds
2, G2CrushedRock, G8GlitterPaperVersion1, 39.68452
2, G4Bamboo, G2Brick, 10.400725
8, G8RoughPaper, G6Carpet, 21.181203
3, G4CompressedWoodVersion1, G2Marble, 29.389818
1, G6Towel, G3Copper, 14.325993
1, G2CrushedRock, G1ProfiledAluminumPlate, 13.534147
3, G4CompressedWoodVersion1, G2CrushedRock, 21.410172
3, G9GreenVelvet, G4Larch, 8.756522
3, G8GlitterPaperVersion2, G3Brass, 14.188577
6, G8Paper, G9Jeans, 12.360391
7, G8GlitterPaperVersion2, G4Teak, 8.009799
1, G4Bamboo, G1ProfiledAluminumPlate, 6.329353
9, G4LaminatedWood, G2StoneTileVersion1, 8.18316
1, G6Towel, G4WoodenPaper, 15.447454
3, G9TextileVersion3, G8PlayingCardPaper, 13.263925
5, G2StoneTileVersion2, G2CrushedRock, 12.816039
6, G2StoneTileVersion3, G4Teak, 55.342756
3, G6Towel, G4CherryTree, 5.112394
7, G8PlayingCardPaper, G3AluminumPlate, 4.720332
8, G4Teak, G4LaminatedWood, 7.335512
3, G3StainlessSteel, G9RedVelvet, 11.303747
4, G2StoneTileVersion3, G9TextileVersion4, 7.058201
9, G2StoneTileVersion3, G4LaminatedWood, 6.599851
8, G9TextileVersion3, G9TextileVersion4, 6.83985
9, G3Copper, G8PlayingCardPaper, 4.398622
6, G9TextileVersion3, G2CrushedRock, 8.60269
7, G9TableClothVersion2, G9Jeans, 9.457063
5, G9GreenVelvet, G9TextileVersion3, 8.251912
8, G3Brass, G2Marble, 17.772692
5, G8PlayingCardPaper, G4CherryTree, 7.554682
6, G3StainlessSteel, G4LaminatedWood, 8.185558
7, G8Paper, G4Bamboo, 11.026682
6, G2Marble, G8PlayingCardPaper, 9.622822
7, G2Brick, G4CherryTree, 7.219193
9, G2StoneTileVersion3, G4ProfiledWoodPlate, 8.298102
9, G4Teak, G4CherryTree, 3.432718
4, G8GlitterPaperVersion2, G6Carpet, 6.426892
4, G9GreenVelvet, G4ProfiledWoodPlate, 9.222114
2, G1ProfiledAluminumPlate, G9RedVelvet, 7.247876
2, G9TextileVersion4, G1ProfiledAluminumPlate, 3.388414
8, G3Brass, G4Teak, 8.35695
5, G4CompressedWoodVersion1, G8RoughPaper, 10.715311
8, G9TextileVersion3, G9RedFleeze, 7.540194
9, G2StoneTileVersion2, G2StoneTileVersion3, 6.797912
5, G8GlitterPaperVersion2, G1ProfiledAluminumPlate, 4.299231
3, G4ProfiledWoodPlate, G1ProfiledAluminumPlate, 4.02405
9, G2Brick, G4Teak, 8.318111
3, G9GreenVelvet, G4WoodenPaper, 8.806562
6, G2Brick, G3AluminumPlate, 9.156737
9, G2StoneTileVersion2, G4Teak, 7.696906
6, G9Jeans, G4Teak, 4.169892
7, G8GlitterPaperVersion1, G9RedFleeze, 8.056319
5, G3Brass, G4CompressedWoodVersion1, 7.027571
8, G2StoneTileVersion2, G4LaminatedWood, 6.663903
7, G8GlitterPaperVersion2, G9GreenVelvet, 6.996193
2, G3StainlessSteel, G9GreenVelvet, 13.887711
1, G2CrushedRock, G8RoughPaper, 2.054666
6, G3StainlessSteel, G2Marble, 8.150835
9, G8Paper, G9RedVelvet, 7.972495
3, G9TextileVersion3, G3AluminumPlate, 11.660279
3, G2StoneTileVersion1, G1ProfiledAluminumPlate, 3.329587
3, G9TableClothVersion2, G1ProfiledAluminumPlate, 5.784058
3, G9TableClothVersion2, G1ProfiledAluminumPlate, 0.071182
9, G4WoodenPaper, G4ProfiledWoodPlate, 7.296315
7, G8GlitterPaperVersion2, G2CrushedRock, 10.59237
7, G3StainlessSteel, G8PlayingCardPaper, 5.140018
9, G3StainlessSteel, G3Copper, 2.547965
4, G3StainlessSteel, G9TextileVersion3, 3.158327
1, G4LaminatedWood, G6Carpet, 6.179501
2, G9TextileVersion3, G2StoneTileVersion1, 7.558154
3, G8PlayingCardPaper, G9RedVelvet, 7.182535
4, G8PlayingCardPaper, G4Teak, 8.309445
7, G8GlitterPaperVersion2, G8Paper, 14.150221
8, G3Copper, G4WoodenPaper, 10.139436
9, G6Towel, G8Paper, 7.383478
9, G9TextileVersion4, G9RedFleeze, 2.968316
1, G1ProfiledAluminumPlate, G8RoughPaper, 4.608696
1, G2StoneTileVersion3, G6Carpet, 2.950196
4, G9TableClothVersion2, G2CrushedRock, 6.360833
1, G4Larch, G9RedVelvet, 5.975212
1, G8Paper, G4ProfiledWoodPlate, 9.092343
8, G4Bamboo, G3AluminumPlate, 6.651689
9, G2StoneTileVersion2, G4CherryTree, 6.569839
8, G2Marble, G4Teak, 8.746637
1, G3Copper, G6Carpet, 2.734399
4, G9TableClothVersion2, G3AluminumPlate, 6.602947
6, G4CompressedWoodVersion1, G4Teak, 7.946014
1, G2CrushedRock, G6Carpet, 2.364791
1, G8RoughPaper, G4CherryTree, 7.169744
8, G4Bamboo, G4Teak, 8.279136
7, G2StoneTileVersion3, G8PlayingCardPaper, 3.526348
4, G4Larch, G3AluminumPlate, 5.164008
2, G3Brass, G4Larch, 5.362023
7, G6Towel, G8RoughPaper, 8.748551
7, G8RoughPaper, G9RedVelvet, 2.939806
1, G2CrushedRock, G9RedFleeze, 3.410775
2, G8GlitterPaperVersion2, G4CompressedWoodVersion1, 4.052654
3, G4CompressedWoodVersion1, G4Bamboo, 3.352197
3, G2StoneTileVersion2, G8GlitterPaperVersion1, 2.094611
1, G9TextileVersion4, G4ProfiledWoodPlate, 3.044046
7, G8Paper, G9TextileVersion4, 4.991181
5, G2StoneTileVersion3, G3AluminumPlate, 7.830283
2, G3StainlessSteel, G8GlitterPaperVersion2, 7.566407
6, G9TableClothVersion2, G4CherryTree, 9.488617
6, G3Brass, G2StoneTileVersion3, 53.779289
4, G6Towel, G9Jeans, 7.098624
4, G8Paper, G9TextileVersion3, 2.211519
1, G6Towel, G2StoneTileVersion1, 3.17649
3, G8PlayingCardPaper, G4LaminatedWood, 9.125287
5, G9GreenVelvet, G8PlayingCardPaper, 13.966646
1, G6Towel, G4Teak, 11.235733
6, G4CompressedWoodVersion1, G4Larch, 4.902402
7, G2StoneTileVersion1, G3AluminumPlate, 10.890285
1, G6Towel, G4Bamboo, 2.701975
1, G9GreenVelvet, G2Brick, 6.166642
9, G6Towel, G9TextileVersion4, 6.611374
3, G2StoneTileVersion2, G6Towel, 3.299658
4, G8PlayingCardPaper, G8RoughPaper, 3.458584
4, G2Brick, G8GlitterPaperVersion1, 3.667412
8, G9TextileVersion3, G9Jeans, 3.360813
1, G3Brass, G6Carpet, 2.730168
7, G2Marble, G4LaminatedWood, 16.477876
4, G2StoneTileVersion3, G8RoughPaper, 4.079845
2, G2StoneTileVersion1, G9RedVelvet, 6.269047
2, G8Paper, G2StoneTileVersion1, 11.81905
9, G2StoneTileVersion1, G4CherryTree, 4.372178
6, G4CompressedWoodVersion1, G4WoodenPaper, 3.440005
6, G4CompressedWoodVersion1, G2Brick, 5.121665
2, G4CompressedWoodVersion1, G4LaminatedWood, 2.596583
8, G9Jeans, G8GlitterPaperVersion1, 3.431785
2, G3Brass, G8RoughPaper, 2.517022
5, G9TableClothVersion2, G9TextileVersion4, 12.293212
3, G2Marble, G1ProfiledAluminumPlate, 13.51928
4, G3Brass, G8PlayingCardPaper, 8.386523
7, G6Towel, G8GlitterPaperVersion1, 4.162316
1, G9TableClothVersion2, G3Copper, 4.513743
7, G2Marble, G3AluminumPlate, 4.80056
1, G4Teak, G9RedFleeze, 3.318175
2, G2StoneTileVersion3, G9GreenVelvet, 4.299609
5, G9TableClothVersion2, G4Bamboo, 8.009101
6, G8Paper, G6Carpet, 8.226223
6, G8Paper, G6Carpet, 0.065594
7, G8GlitterPaperVersion1, G6Carpet, 3.153468
1, G2Marble, G8RoughPaper, 18.234254
1, G4Bamboo, G9RedFleeze, 2.283307
4, G4Bamboo, G4Larch, 3.185639
1, G9Jeans, G1ProfiledAluminumPlate, 2.663309
3, G8Paper, G8PlayingCardPaper, 2.771451
1, G3StainlessSteel, G9TextileVersion4, 2.700913
8, G4WoodenPaper, G3AluminumPlate, 3.945894
3, G4Teak, G8GlitterPaperVersion1, 2.915872
8, G3Brass, G4WoodenPaper, 3.093289
3, G2CrushedRock, G4Teak, 4.329513
4, G9GreenVelvet, G3AluminumPlate, 7.951156
5, G8GlitterPaperVersion2, G9TextileVersion3, 43.054907
6, G2StoneTileVersion2, G4CompressedWoodVersion1, 5.0555
8, G9TextileVersion4, G8RoughPaper, 3.759789
7, G4CompressedWoodVersion1, G1ProfiledAluminumPlate, 3.091586
5, G3Copper, G8GlitterPaperVersion1, 3.606572
6, G2StoneTileVersion3, G9TextileVersion3, 5.234962
1, G6Towel, G2Marble, 4.380355
9, G4WoodenPaper, G4Teak, 3.924354
6, G9TableClothVersion2, G9TextileVersion3, 2.858933
9, G4Bamboo, G8PlayingCardPaper, 2.603038
4, G4CompressedWoodVersion1, G3AluminumPlate, 6.370392
1, G2Marble, G9RedVelvet, 2.839929
9, G4ProfiledWoodPlate, G4CherryTree, 2.749675
4, G8GlitterPaperVersion2, G4Bamboo, 3.633395
7, G6Towel, G8GlitterPaperVersion2, 19.345765
7, G2StoneTileVersion3, G4Larch, 5.183373
8, G4WoodenPaper, G4LaminatedWood, 7.901359
6, G4CompressedWoodVersion1, G4CherryTree, 3.520051
1, G2Marble, G9GreenVelvet, 6.652758
1, G9GreenVelvet, G1ProfiledAluminumPlate, 1.748114
2, G8GlitterPaperVersion1, G3AluminumPlate, 6.388197
1, G4CompressedWoodVersion1, G6Carpet, 2.362599
1, G4ProfiledWoodPlate, G6Carpet, 1.96069
4, G8GlitterPaperVersion2, G9RedFleeze, 7.752726
2, G4Bamboo, G9Jeans, 5.07969
2, G4Bamboo, G9Jeans, 0.070422
8, G9TableClothVersion2, G4CompressedWoodVersion1, 5.782231
6, G8PlayingCardPaper, G2StoneTileVersion1, 7.327617
2, G4WoodenPaper, G9Jeans, 3.345135
8, G4Bamboo, G4CherryTree, 2.88923
1, G8PlayingCardPaper, G6Carpet, 2.260003
8, G2Marble, G2StoneTileVersion1, 7.905551
8, G2StoneTileVersion3, G2StoneTileVersion1, 7.783286
8, G2StoneTileVersion3, G2StoneTileVersion1, 0.06731
1, G9Jeans, G4LaminatedWood, 46.307078
4, G4Larch, G2StoneTileVersion1, 4.284813
7, G2Brick, G4ProfiledWoodPlate, 2.785216
7, G9Jeans, G6Carpet, 3.768007
1, G4WoodenPaper, G6Carpet, 2.817241
8, G2StoneTileVersion2, G4Bamboo, 3.301563
5, G2StoneTileVersion2, G1ProfiledAluminumPlate, 2.718665
3, G8GlitterPaperVersion1, G4CherryTree, 3.894342
1, G4LaminatedWood, G4Larch, 3.598638
1, G2StoneTileVersion2, G8RoughPaper, 3.063823
1, G6Towel, G2StoneTileVersion3, 4.505565
2, G9Jeans, G4CherryTree, 3.101028
7, G8Paper, G4LaminatedWood, 4.690857
4, G9TextileVersion3, G4Teak, 154.428044
2, G6Towel, G4CompressedWoodVersion1, 3.395031
7, G2StoneTileVersion2, G2Brick, 3.024398
1, G4CompressedWoodVersion1, G9RedFleeze, 9.33862
6, G3StainlessSteel, G4Teak, 9.170005
1, G1ProfiledAluminumPlate, G6Carpet, 3.171789
1, G1ProfiledAluminumPlate, G6Carpet, 0.074006
8, G4Teak, G4ProfiledWoodPlate, 3.16012
1, G3Brass, G9RedVelvet, 6.36923
8, G2Brick, G4WoodenPaper, 4.63183
2, G8PlayingCardPaper, G9Jeans, 3.446237
1, G9TableClothVersion2, G9GreenVelvet, 4.773303
3, G8GlitterPaperVersion2, G4WoodenPaper, 219.013358
1, G2CrushedRock, G4ProfiledWoodPlate, 2.332055
4, G2Brick, G1ProfiledAluminumPlate, 3.427915
3, G3Copper, G4CompressedWoodVersion1, 9.13622
2, G2StoneTileVersion2, G9Jeans, 86.757055
7, G9TableClothVersion2, G9RedVelvet, 6.489792
3, G4CherryTree, G9RedFleeze, 3.621751
1, G4CompressedWoodVersion1, G9RedVelvet, 2.728479
7, G4Teak, G2StoneTileVersion1, 4.011238
2, G4WoodenPaper, G8RoughPaper, 247.011552
7, G4ProfiledWoodPlate, G2StoneTileVersion1, 3.506078
2, G9TableClothVersion2, G2Marble, 423.94334
3, G8GlitterPaperVersion2, G9TableClothVersion2, 214.285936
7, G2StoneTileVersion2, G8PlayingCardPaper, 3.179602
2, G9TextileVersion3, G1ProfiledAluminumPlate, 4.24484
8, G3Brass, G2StoneTileVersion1, 3.886986
8, G3Brass, G3AluminumPlate, 2.137388
6, G2Brick, G4Larch, 3.475313
2, G2StoneTileVersion2, G9RedFleeze, 3.039424
3, G2StoneTileVersion2, G9GreenVelvet, 5.289748
7, G2Brick, G8PlayingCardPaper, 3.483941
1, G2CrushedRock, G9TextileVersion4, 3.439345
1, G3Copper, G2CrushedRock, 2.03922
3, G9Jeans, G3AluminumPlate, 3.162154
3, G8GlitterPaperVersion2, G4CherryTree, 3.367037
3, G3Brass, G9Jeans, 845.140133
7, G2Marble, G8GlitterPaperVersion1, 5.125113
1, G9TextileVersion4, G6Carpet, 2.350721
3, G8GlitterPaperVersion2, G9Jeans, 6.661595
7, G3Brass, G4LaminatedWood, 9.959412
1, G3Copper, G9TextileVersion4, 6.014185
1, G4CompressedWoodVersion1, G8Paper, 2.529206
2, G9TableClothVersion2, G8PlayingCardPaper, 3.147657
3, G9GreenVelvet, G8GlitterPaperVersion1, 2.722389
4, G2StoneTileVersion3, G1ProfiledAluminumPlate, 2.511112
1, G9Jeans, G9TextileVersion4, 2.082681
1, G2StoneTileVersion1, G9RedFleeze, 2.432519
1, G9GreenVelvet, G2CrushedRock, 1.546682
8, G3Copper, G4Teak, 3.136564
