rating, material1, material2, time_in_seconds
7, G4Teak, G4ProfiledWoodPlate, 39.785548
1, G8RoughPaper, G9RedFleeze, 86.126445
5, G3Copper, G4Bamboo, 9.163372
6, G4Teak, G2StoneTileVersion1, 5.513126
6, G2StoneTileVersion2, G4CompressedWoodVersion1, 112.10519
5, G3Copper, G4CompressedWoodVersion1, 44.581418
3, G2Brick, G4CherryTree, 321.478694
4, G2StoneTileVersion1, G4CherryTree, 10.508716
1, G3StainlessSteel, G6Towel, 15.580895
1, G4CompressedWoodVersion1, G9RedVelvet, 132.541163
7, G2Brick, G2StoneTileVersion1, 14.358556
5, G3Brass, G2StoneTileVersion3, 121.296879
2, G9TextileVersion4, G6Carpet, 21.34083
6, G9TableClothVersion2, G3AluminumPlate, 22.127833
5, G9TableClothVersion2, G2StoneTileVersion1, 33.197402
3, G4Larch, G6Carpet, 6.926452
3, G4CompressedWoodVersion1, G9Jeans, 10.236649
2, G8Paper, G9TextileVersion4, 28.650274
2, G9TextileVersion4, G8GlitterPaperVersion1, 9.80289
2, G9TableClothVersion2, G9RedFleeze, 29.012998
8, G2Marble, G2StoneTileVersion1, 9.297382
9, G9GreenVelvet, G9TextileVersion4, 11.191866
9, G9GreenVelvet, G9Jeans, 7.6952
3, G2StoneTileVersion3, G6Carpet, 6.742192
7, G3Copper, G2CrushedRock, 7.023234
3, G8PlayingCardPaper, G8RoughPaper, 15.727712
9, G3StainlessSteel, G1ProfiledAluminumPlate, 9.818436
7, G2StoneTileVersion3, G4WoodenPaper, 13.516261
7, G2StoneTileVersion2, G2Marble, 16.217606
7, G2CrushedRock, G4WoodenPaper, 9.188574
3, G4WoodenPaper, G6Carpet, 4.493011
3, G9Jeans, G4ProfiledWoodPlate, 12.583062
8, G2StoneTileVersion1, G1ProfiledAluminumPlate, 41.556267
8, G4LaminatedWood, G4CherryTree, 13.791872
7, G3Brass, G4LaminatedWood, 24.616374
6, G9TableClothVersion2, G2CrushedRock, 12.119841
1, G6Towel, G4CompressedWoodVersion1, 15.611914
7, G8GlitterPaperVersion2, G8PlayingCardPaper, 8.646939
7, G9GreenVelvet, G2Brick, 22.573583
2, G8PlayingCardPaper, G4Teak, 9.694594
1, G8Paper, G2Brick, 16.963053
1, G2StoneTileVersion2, G9GreenVelvet, 10.789049
3, G2StoneTileVersion3, G4Bamboo, 9.554598
3, G4CompressedWoodVersion1, G3AluminumPlate, 12.508051
1, G3Brass, G9RedFleeze, 8.800287
7, G4CompressedWoodVersion1, G4Teak, 5521.017996
1, G8GlitterPaperVersion2, G2StoneTileVersion1, 55.803836
1, G2Marble, G9RedFleeze, 15.002956
1, G6Towel, G2CrushedRock, 65.949585
4, G4CompressedWoodVersion1, G2Brick, 15.557241
5, G3Copper, G9Jeans, 35.802238
1, G2Marble, G8Paper, 12.21905
1, G3StainlessSteel, G4LaminatedWood, 11.95621
1, G4Bamboo, G2StoneTileVersion1, 82.827031
1, G3StainlessSteel, G9RedVelvet, 10.047226
1, G9TextileVersion4, G4Teak, 10.193682
1, G6Towel, G4Bamboo, 22.705491
7, G2StoneTileVersion2, G4WoodenPaper, 12.175134
2, G4LaminatedWood, G8RoughPaper, 11.679382
7, G6Towel, G8GlitterPaperVersion2, 10.451896
2, G4WoodenPaper, G3AluminumPlate, 11.837247
9, G8PlayingCardPaper, G9RedVelvet, 16.782508
1, G4Teak, G1ProfiledAluminumPlate, 17.966896
2, G2StoneTileVersion2, G4ProfiledWoodPlate, 35.176815
8, G4Bamboo, G4Teak, 13.10897
7, G2Marble, G4WoodenPaper, 11.356118
1, G8RoughPaper, G3AluminumPlate, 15.500942
1, G2Brick, G1ProfiledAluminumPlate, 12.7864
1, G2Brick, G9RedFleeze, 318.017475
1, G9TextileVersion3, G1ProfiledAluminumPlate, 11.298789
5, G2CrushedRock, G4Teak, 13.745217
1, G4CompressedWoodVersion1, G8GlitterPaperVersion1, 10.854681
1, G4Larch, G8RoughPaper, 13.885581
1, G3Copper, G1ProfiledAluminumPlate, 31.744767
5, G2Brick, G4LaminatedWood, 26.011949
1, G2StoneTileVersion3, G1ProfiledAluminumPlate, 9.889833
1, G4ProfiledWoodPlate, G3AluminumPlate, 264.85305
8, G3StainlessSteel, G4Bamboo, 27.429307
1, G2CrushedRock, G4LaminatedWood, 35.283532
4, G2StoneTileVersion3, G4CompressedWoodVersion1, 162.719805
1, G1ProfiledAluminumPlate, G9RedVelvet, 11.585935
3, G9TextileVersion3, G9TextileVersion4, 1659.089197
1, G9TableClothVersion2, G1ProfiledAluminumPlate, 18.30791
