rating, material1, material2, time_in_seconds
5, G4CompressedWoodVersion1, G1ProfiledAluminumPlate, 1663.695589
3, G1ProfiledAluminumPlate, G6Carpet, 17.332148
6, G4Bamboo, G9TextileVersion3, 17.87388
3, G9TextileVersion3, G8PlayingCardPaper, 243.924214
6, G2CrushedRock, G6Carpet, 18.699528
4, G2StoneTileVersion2, G6Towel, 11.394844
6, G2StoneTileVersion2, G6Carpet, 61.209094
4, G4Bamboo, G2CrushedRock, 12.999782
3, G8GlitterPaperVersion2, G3Brass, 14.2904474
6, G2StoneTileVersion3, G4Teak, 22.935318
3, G6Towel, G8GlitterPaperVersion2, 11.083464
4, G3StainlessSteel, G4Larch, 9.496856
3, G3StainlessSteel, G8Paper, 9.469688
5, G9TextileVersion3, G2StoneTileVersion1, 7.94397
2, G6Towel, G3Brass, 9.688998
3, G6Carpet, G9RedFleeze, 7.983886
4, G2StoneTileVersion3, G9GreenVelvet, 9.338837
4, G2StoneTileVersion2, G2StoneTileVersion3, 22.991057
6, G4CompressedWoodVersion1, G9TextileVersion3, 516.991067
7, G4LaminatedWood, G2StoneTileVersion1, 11.009716
5, G2Marble, G2CrushedRock, 7.748846
4, G4Teak, G8GlitterPaperVersion1, 6.887459
4, G2CrushedRock, G4WoodenPaper, 29.708456
3, G9RedVelvet, G3AluminumPlate, 7.806101
5, G3Brass, G4CherryTree, 6.498839
5, G3StainlessSteel, G4CherryTree, 9.9966002
3, G2CrushedRock, G9RedVelvet, 20.025017
2, G8GlitterPaperVersion2, G8PlayingCardPaper, 9.884426
3, G8GlitterPaperVersion2, G8RoughPaper, 6.558541
3, G8PlayingCardPaper, G9RedFleeze, 7.481399
4, G4Larch, G9RedVelvet, 19.951254
6, G9GreenVelvet, G4LaminatedWood, 856.000249
5, G9TableClothVersion2, G2Marble, 6.003505
3, G6Towel, G6Carpet, 8.996427
3, G9TableClothVersion2, G6Carpet, 7.961772
4, G4Teak, G4CherryTree, 5.993888
4, G4Larch, G3AluminumPlate, 7.204401
5, G4CompressedWoodVersion1, G2CrushedRock, 8.040161
4, G4CompressedWoodVersion1, G9TextileVersion4, 9.004529
5, G9TableClothVersion2, G2StoneTileVersion1, 6.999972
4, G9TextileVersion3, G2CrushedRock, 6.642997
5, G2StoneTileVersion3, G4WoodenPaper, 12.899352
5, G2StoneTileVersion2, G8Paper, 11.439993
4, G2StoneTileVersion2, G9GreenVelvet, 7.700008
3, G8PlayingCardPaper, G9TextileVersion4, 7.10003
4, G2CrushedRock, G9TextileVersion4, 2135.000982
2, G9GreenVelvet, G8PlayingCardPaper, 7.791598
3, G8GlitterPaperVersion2, G3AluminumPlate, 6.999446
5, G2StoneTileVersion3, G4Bamboo, 5.000048
4, G9TableClothVersion2, G4LaminatedWood, 7.192615
5, G2StoneTileVersion1, G8GlitterPaperVersion1, 19.459247
4, G3Copper, G4Bamboo, 7.993992
3, G8PlayingCardPaper, G8GlitterPaperVersion1, 6.0914139
6, G8RoughPaper, G4CherryTree, 8.688859
4, G3Copper, G8Paper, 5.604888
4, G4Bamboo, G9Jeans, 6.56774
3, G8RoughPaper, G9RedFleeze, 6.491544
4, G3Copper, G8GlitterPaperVersion1, 7.844194
4, G9GreenVelvet, G4Bamboo, 238.048867
5, G9TableClothVersion2, G4WoodenPaper, 293.028666
5, G9TableClothVersion2, G2CrushedRock, 33.049366
4, G8GlitterPaperVersion2, G9TextileVersion3, 6.720001
4, G8GlitterPaperVersion2, G2CrushedRock, 9.097072
6, G2StoneTileVersion1, G4CherryTree, 8.042638
4, G8GlitterPaperVersion1, G8RoughPaper, 11.4090981
6, G2CrushedRock, G8RoughPaper, 1010.092342
4, G6Towel, G8GlitterPaperVersion1, 80.076488
5, G8Paper, G4Larch, 13.088937
6, G3StainlessSteel, G4WoodenPaper, 9.098035
7, G8PlayingCardPaper, G4ProfiledWoodPlate, 9.111873
6, G2CrushedRock, G4Larch, 5.593111
5, G2StoneTileVersion3, G2Marble, 10.012821
